address,name,online_order,book_table,rate,votes,phone,location,rest_type,dish_liked,cuisines,approx_cost(for two people),listed_in(type),review_count,sentiment_score,popularity_score,food_mentions,ambiance_mentions,authenticity_mentions,service_mentions,value_mentions,food_score,ambiance_score,authenticity_score,service_score,value_for_money_score
"296, Ram Towers, 100 Feet Ring Road, Banashankari, Bangalore",1947,0,1,4.0,808,"080 26791213
+91 9739989446",Banashankari,Casual Dining,"['Salads', 'Panneer Butter Masala', 'Rabri', 'Gajar Ka Halwa', 'Manchow Soup', 'Aam Panna', 'Tomato Basil Soup']","['North Indian', 'Chinese']",850.0,Delivery,6,0.9659083333333334,0.5617001420059274,12,4,0,7,0,0.8396427777777777,0.78175,0.5,0.83422,0.5
"295/B, 7th Main Road, 100 Feet Ring Road, 7th Block, 3rd Stage, Banashankari, Bangalore",Cake of the Day,0,0,3.7,78,080 22977725,Banashankari,"Bakery, Dessert Parlor",[],['Bakery'],150.0,Delivery,20,0.7878175,0.33905521154362683,20,6,2,5,7,0.721585294117647,0.6183875,0.765775,0.7123833333333334,0.7115416666666667
"31, Opposite Vijaya College, RV Road, Basavanagudi, Bangalore",Kabab Magic,1,0,4.1,1720,080 26570381,Basavanagudi,Quick Bites,"['Grape Juice', 'Chicken Grill', 'Chicken Tikka Roll', 'Shawarma Roll', 'Chicken Shawarama', 'Biryani Combo', 'Rolls']","['North Indian', 'Kebab', 'Chinese', 'Fast Food']",400.0,Delivery,11,0.8648772727272727,0.6406499375337044,21,2,2,6,6,0.6954541666666667,0.86555,0.8726875000000001,0.77505625,0.66395625
"30th Cross, 8th Main, Near Jain Temple, 4th Block, Jayanagar, Bangalore",Namma Brahmin's Idli,1,0,3.6,34,+91 8310555879,Jayanagar,Quick Bites,[],['South Indian'],100.0,Delivery,5,0.95851,0.26842735007143453,5,2,1,2,0,0.6408958333333333,0.476575,0.8320000000000001,0.7798499999999999,0.5
"10, 30th Main, Deve Gowda Petrol Bunk Road, 3rd Stage, Banashankari, Bangalore",Gustoes Beer House,0,0,4.1,868,080 49653521,Banashankari,Pub,"['Beer', 'Wedges', 'Pizza', 'Nachos', 'Salads', 'Papaya Salad', 'Buffalo Wings']","['Continental', 'Italian', 'Mexican', 'North Indian', 'Chinese', 'Steak']",1200.0,Delivery,10,0.7907,0.5818944210525463,18,11,3,11,4,0.6189316666666667,0.6793857142857143,0.731125,0.50024,0.5671333333333334
"186, 11th Main, 4th Cross, Hanumanthnagar, Banashankari, Bangalore",Sugar Rush,0,0,3.8,39,+91 9916366551,Banashankari,Bakery,[],"['Bakery', 'Desserts']",300.0,Delivery,11,0.8506818181818181,0.2939816341471569,13,0,1,0,1,0.804629761904762,0.5,0.957175,0.5,0.61315
"59/3, Ground & First Floor, West Anjaneya Temple Road, Ward 49, Gandhi Bazaar, Basavanagudi, Bangalore",Burger King,1,0,3.2,71,091 8147302939,Basavanagudi,Quick Bites,[],"['Burger', 'Fast Food', 'Beverages']",600.0,Delivery,2,0.382675,0.28701028762895536,3,1,0,1,0,0.40275,0.5,0.5,0.36860000000000004,0.5
"101, Ground Floor, Manjunatha Complex, 22nd Main Road, 2nd Stage, Banashankari, Bangalore",The Good Bowl,1,0,3.6,6,+91 8042172269,Banashankari,"Takeaway, Delivery",[],"['Italian', 'North Indian', 'Biryani']",500.0,Delivery,5,0.89279,0.1469154343693737,11,1,1,1,0,0.7358566666666666,0.87895,0.6692,0.85015,0.5
"476, 2nd Floor, 9th Cross, Avalahalli BDA Park, BSK 3rd Stage, Banashankari, Bangalore",The Biryani Cafe,0,0,4.1,520,+91 7010846043,Banashankari,Quick Bites,"['Vegetable Biryani', 'Ginger Chicken', 'Chicken Biryani', 'Donne Biryani', 'Chicken Kebab', 'Egg Bhurji', 'Dum Biryani']","['Biryani', 'Chinese', 'Kebab']",300.0,Delivery,6,0.9552166666666666,0.5379047554431138,14,3,3,5,1,0.79964,0.7531166666666667,0.9441999999999999,0.9150916666666666,0.92865
"Opposite ICICi Bank, Hanuman Nagar, Banashankari, Bangalore",Spicy Tandoor,0,0,2.7,0,+91 8050884222,Banashankari,Quick Bites,[],['North Indian'],150.0,Delivery,2,0.961325,0.0,4,0,0,2,0,0.875,0.5,0.5,0.90985,0.5
"100 Feet Road, 3rd Stage, Banashankari, Bangalore",LSD Cafe,0,0,2.9,84,080 65600000,Banashankari,Delivery,[],"['Chinese', 'Continental', 'Italian', 'North Indian']",700.0,Delivery,140,0.6308642857142857,0.2701981432849721,145,0,1,68,20,0.6264785858585858,0.5,0.20755,0.7080740566037735,0.752984375
"Shop 33 & 30, 21st Main, Near BDA Complex, 2nd Stage, Banashankari, Bangalore",Rolls On Wheels,0,0,3.6,299,"+91 9071734101
+91 9071496800",Banashankari,Quick Bites,"['Rolls', 'Momos', 'Fries', 'Veggie Roll', 'Chicken Kebab Roll', 'Paneer Roll', 'Cheese Roll']","['Fast Food', 'Rolls', 'Momos']",300.0,Delivery,3,0.9356666666666666,0.43063328500514303,3,1,1,4,2,0.7019,0.6191,0.8589,0.641,0.70885
"39, S B M Colony, Near-Sita Circle, 1st Stage, Banashankari, Bengaluru",Om Sri Vinayaka Chats,0,0,3.7,0,+91 8553206035,Banashankari,"Takeaway, Delivery",[],"['Street Food', 'Fast Food']",500.0,Delivery,0,0.5,0.0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5
"49/1, Subbaraoshetty Road, Netkallappa Circle, Basavanagudi, Bangalore",Sri Guru Kottureshwara Davangere Benne Dosa,1,0,4.1,558,"+91 9448305384
+91 9060079480",Basavanagudi,Quick Bites,"['Benne Dosa', 'Mirchi Bajji', 'Filter Coffee', 'Poha', 'Tea', 'Butter Dosa', 'Crispy Dosa']",['South Indian'],150.0,Delivery,14,0.7437428571428571,0.5439580965578859,17,5,5,3,2,0.644055,0.75237,0.53079375,0.5953166666666667,0.7067749999999999
"16th Main Road, Near PESIT College, Banashankari, Bangalore",Devanna Dum Biriyani Centre,1,0,3.6,28,"+91 9980204944
080 26723722",Banashankari,Quick Bites,[],"['Biryani', 'South Indian']",300.0,Delivery,6,0.520925,0.25422948215405056,13,1,0,0,1,0.4965125,0.72795,0.5,0.5,0.4862
"1430, 22nd Cross, Next To Coffee Day, Near BDA Complex, Banashankari, Bangalore",Kolbeh,0,0,3.7,22,"+91 8050701820
+91 8904733516",Banashankari,Quick Bites,[],['Fast Food'],500.0,Delivery,6,0.8937250000000001,0.24330434658361677,12,0,1,1,3,0.77509375,0.5,0.7568,0.6858,0.818975
"727, 23rd Cross, KR Road, 2nd Stage, Banashankari, Bangalore",Upahar Sagar,0,0,3.8,39,"+91 9164571705
080 26760336",Banashankari,Quick Bites,['Masala Dosa'],"['South Indian', 'Chinese', 'North Indian']",350.0,Delivery,19,0.7625052631578948,0.2939816341471569,38,15,6,18,8,0.6391675462962962,0.6747208333333333,0.6445000000000001,0.6310910256410256,0.7842928571428571
"36, 2nd Main, RPC Layout, Vijay Nagar, Bangalore",Kadalu Sea Food Restaurant,1,0,3.8,153,"+91 7337681786
+91 7337682786",Vijay Nagar,Fine Dining,[],"['Seafood', 'North Indian', 'Chinese', 'Andhra', 'Biryani', 'Kebab']",500.0,Delivery,2,0.9786250000000001,0.40141500301072125,7,1,2,2,2,0.7406333333333334,0.8916,0.8059000000000001,0.8916,0.8916
"2477, 24th Cross Road, Siddanna Layout, Stage 2, Banashankari, Bangalore",Frozen Bottle,1,0,4.2,146,080 48664811,Banashankari,Beverage Shop,"['Berryblast', 'Waffles', 'Cheesecake', 'Salted Caramel']","['Beverages', 'Desserts', 'Ice Cream']",400.0,Delivery,3,0.9610833333333333,0.43957159761763853,1,2,0,2,1,0.5,0.65285,0.5,0.6894750000000001,0.87895
"1142, 22nd Cross, 30th Main, Banashankari, Bangalore",Parimala Sweets,0,0,3.5,14,"+91 9738013203
080 49524132",Banashankari,Sweet Shop,[],"['Mithai', 'Street Food']",200.0,Delivery,6,0.8637083333333333,0.19877734922903129,3,0,0,1,3,0.89375,0.5,0.5,0.29885,0.7333500000000001
"512, 2nd Cross, 3rd Stage, Banashankari, Bangalore",Vaishali Deluxe,0,0,3.8,42,"+91 9886092321
+91 8861776666",Banashankari,Casual Dining,[],"['North Indian', 'Chinese']",700.0,Delivery,1,0.9757,0.2997451584201095,1,0,1,0,0,0.7202,0.5,0.7463500000000001,0.5,0.5
"161/C, 6th Main, 80 Feet Road, Bhuvaneshwari Nagercoil, Banashankari, Bangalore",Chill Out,0,0,3.4,0,+91 9341215167,Banashankari,Quick Bites,[],"['South Indian', 'Chinese']",100.0,Delivery,1,0.94425,0.0,2,0,0,0,0,0.605375,0.5,0.5,0.5,0.5
"45/12, 4th Cross, 10th Main, Gururaja Layout, Banashankari, Bangalore",The Big O Bakes,0,0,4.0,66,+91 9845216137,Banashankari,Bakery,[],"['Bakery', 'Desserts']",300.0,Delivery,19,0.8636736842105264,0.35272511475609314,15,0,0,1,4,0.7506795454545454,0.5,0.5,0.7463,0.7133
"52, 1st Floor, 33rd Cross, 4th Block, Jayanagar, Bangalore",Meghana Foods,1,0,4.4,4401,080 49653564,Jayanagar,Casual Dining,"['Chicken Boneless Biryani', 'Hyderabadi Biryani', 'Paneer Biryani', 'Tandoori Chicken', 'Vegetable Biryani', 'Chicken Kebab', 'Raita']","['Biryani', 'North Indian', 'Chinese']",600.0,Delivery,24,0.8028,0.7741892958363069,67,9,4,7,10,0.6362948412698413,0.6201428571428571,0.5714875,0.6982208333333334,0.73060625
"38, 22nd Main, 22nd Cross, Opposite BDA, 2nd Stage, Banashankari, Bangalore",Krishna Sagar,0,0,3.5,31,"+91 8892752997
+91 7204780429",Banashankari,Quick Bites,[],['North Indian'],200.0,Delivery,9,0.7476777777777778,0.25439328842796877,12,3,0,1,7,0.7485928571428571,0.7298,0.5,0.92865,0.8712083333333334
"1/34, 3rd Cross Road, Kathriguppe IV Phase, Banashankari 3rd Stage, Banashankari, Bangalore",Dessert Rose,0,0,3.5,7,+91 7829604777,Banashankari,Dessert Parlor,[],['Desserts'],500.0,Delivery,1,0.978,0.15263597305678123,2,0,0,0,0,0.8606750000000001,0.5,0.5,0.5,0.5
"480/A, 50 feet road, Nagendra block, Near PES College, Nagendra block, Banashankari, Bangalore",Chickpet Donne Biryani House,0,0,3.7,21,"+91 9482020323
080 68888834",Banashankari,Quick Bites,[],['Biryani'],250.0,Delivery,4,0.9405,0.2398550316425009,8,1,0,4,4,0.7918333333333334,0.5,0.5,0.6966458333333333,0.786
"BDA Shopping Complex, 24th Cross Road, Siddanna Layout, 2nd Stage, Banashankari, Bangalore",Me And My Cake,0,0,3.2421052631578946,0,+91 9036070410,Banashankari,Delivery,[],"['Bakery', 'Desserts']",500.0,Delivery,2,0.16142500000000004,0.0,0,0,1,1,0,0.5,0.5,0.126975,0.20755,0.5
"Shop 18 , 3rd cross road,Markandeya Layout, Banashankari, Bangalore",Sunsadm,0,0,3.7,0,+91 7829290358,Banashankari,"Takeaway, Delivery",[],['South Indian'],400.0,Delivery,0,0.5,0.0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5
"625, 5th Cross Road, Hanumanthnagar, Banashankari, Bangalore",Annapooraneshwari Mess,0,0,3.7,0,+91 9742009518,Banashankari,Mess,[],['South Indian'],200.0,Delivery,0,0.5,0.0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5
"941, 21st Main Road, BSK 2nd Stage , Near BDA Complex, Banashankari, Bangalore",Thanco's Natural Ice Creams,0,0,3.2,9,"080 41477334
+91 9900260006",Banashankari,Dessert Parlor,[],['Ice Cream'],300.0,Delivery,3,0.6700833333333334,0.15452822161913665,4,0,1,0,0,0.8566,0.5,0.6358,0.5,0.5
"304, Opposite Apollo Public School, 100 Feet Ring Road, 4th Phase, 7th Block, Banashankari 3rd Stage, Bangalore,",Nandhini Deluxe,0,0,2.6,283,"080 26890011
080 26890033",Banashankari,Casual Dining,"['Biryani', 'Chicken Guntur', 'Thali', 'Buttermilk', 'Manchurian']",['North Indian'],600.0,Delivery,1,0.71075,0.3080243726243784,3,1,0,1,0,0.578025,0.9455,0.5,0.9455,0.5
"3828, Near Deve Gowda Petrol Bunk, 30th Cross, 3rd Stage, Banashankari, Bangalore",Vi Ra's Bar and Restaurant,0,0,3.3,62,"+91 9845063930
+91 7411148111",Banashankari,Bar,['Chilli Chicken'],"['South Indian', 'North Indian', 'Chinese']",800.0,Delivery,0,0.5,0.2867379231690828,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5
"50 Feet Road, Hanumanthanagar, Banashankari, Bangalore",Kaggis,0,0,3.8,64,"+91 9900191258
080 26509710",Banashankari,Quick Bites,[],"['Fast Food', 'Bakery']",250.0,Delivery,1,0.9453,0.33267370388002504,1,0,1,0,0,0.81245,0.5,0.7463500000000001,0.5,0.5
"34, 22nd Main, 22nd Cross, Opposite BDA, 2nd Stage, Banashankari, Bangalore",Ayda Persian Kitchen,0,0,3.7,39,080 42124293,Banashankari,Casual Dining,[],"['North Indian', 'Iranian']",950.0,Delivery,13,0.8194576923076923,0.28624527535381067,18,9,8,8,5,0.6553236111111111,0.6382472222222222,0.7383166666666666,0.834325,0.6624666666666666
"24/1, 23rd Cross, 6th Main Road, Opposite Kaveri Grameena Bank, 2nd Stage, Banashankari, Bangalore",Chatar Patar,0,0,3.7,65,+91 7619353103,Banashankari,Quick Bites,"['Panipuri', 'Chaat', 'Noodles', 'Dahi Bhalle']","['Fast Food', 'Street Food']",300.0,Delivery,1,0.9478500000000001,0.32510383984797775,1,0,0,1,1,0.5,0.5,0.5,0.8825000000000001,0.8825000000000001
"96, Opposite Jain Collage, Basavanagudi, Bangalore",Polar Bear,1,0,3.8,71,080 49652725,Basavanagudi,Dessert Parlor,['Hot Chocolate Fudge'],"['Ice Cream', 'Desserts', 'Beverages', 'Sandwich']",400.0,Delivery,2,0.47025,0.3408247165593845,3,2,1,3,0,0.3605333333333334,0.1174,0.6692,0.1174,0.5
"2465, 3rd Floor, Opposite BDA Complex, 24th Cross, Banashankari, Bangalore",Kidambi's Kitchen,0,0,3.5,52,"080 42112211
+91 9880412211",Banashankari,Quick Bites,['Rooftop Ambience'],['South Indian'],300.0,Delivery,34,0.694664705882353,0.29142890405803157,60,25,16,49,7,0.6482539215686274,0.59555625,0.46316999999999997,0.5906625,0.695757142857143
"295/A, 7th Main road, 7th Block, 3rd Stage, Banashankari, Bangalore",Mane Thindi,0,0,3.7,130,+91 9964410276,Banashankari,Quick Bites,"['Coffee', 'Tea', 'Kesari Bath', 'Open Dosa', 'Vada', 'Idli', 'Bread Dosa']",['South Indian'],200.0,Delivery,107,0.7219485981308411,0.3782997567533884,115,37,24,68,27,0.7618482394366197,0.6885395833333333,0.6431625000000001,0.6498555555555555,0.734848
"1189, 10th Cross, Shankarnag Circle, 1st Stage, 2nd Block, Banashankari, Bangalore",Kotian Karavali Restaurant,0,0,3.5,10,+91 7829336984,Banashankari,Quick Bites,[],"['South Indian', 'Biryani']",300.0,Delivery,4,0.855175,0.17601123711136654,9,1,3,1,3,0.63780625,0.3294,0.5,0.9277500000000001,0.5
"415, 1st C Cross, Banashankari 3rd Stage, 5th Block, Bangalore, Banashankari, Bangalore",Floured-Baked With Love,0,0,3.8,45,"+91 9845552266
+91 9845552288",Banashankari,"Takeaway, Delivery","['Cup Cake', 'Chocolate Cake']",['Bakery'],400.0,Delivery,24,0.9617249999999999,0.30511982522174136,22,2,7,1,3,0.8167068627450981,0.7467,0.69875,0.6806,0.84785
"101, Water Tank Road, 2nd Block, 3rd Stage, Banashankari, Bangalore",CAFE NOVA,0,0,3.2,11,+91 8971090261,Banashankari,Cafe,[],"['Cafe', 'Bakery']",600.0,Delivery,6,0.7987083333333334,0.1667639587564634,5,2,2,1,0,0.7391625,0.744175,0.978325,0.5,0.5
"27, 80 Feet Road, Srinivasnagar, Banashankari, Bangalore",Cakes & Slices,0,0,3.5,13,"+91 9845174427
080 25908416",Banashankari,Bakery,[],"['Bakery', 'Desserts']",300.0,Delivery,5,0.77986,0.1937131077669293,12,2,2,3,3,0.7369533333333333,0.5532625,0.929125,0.5,0.60935
"Number 42, 4th Block, 6th Stage Banashankari, Vrishabhvachi Nagar, Opposite RV College of Architecture, Bangalore",Spice 9,0,0,3.4,8,+91 8298113218,Banashankari,Quick Bites,[],"['Biryani', 'North Indian', 'Chinese', 'Fast Food']",300.0,Delivery,4,0.9192625,0.15667348535060616,7,1,0,4,1,0.6809583333333333,0.5,0.5,0.8184333333333333,0.5
"1722, 13th Main Road 31st Cross BSK, 2nd Stage, Banashankari, Bangalore",Coffee Shopee,0,0,3.7,0,+91 9591504624,Banashankari,"Takeaway, Delivery",[],['Beverages'],250.0,Delivery,0,0.5,0.0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5
"2, 3rd Cross, Near Pesit College, Banashankari, Bangalore",Naveen Kabab & Biriyani Mane,0,0,3.2,9,"+91 9611109111
+91 9880421603",Banashankari,Quick Bites,[],['Biryani'],300.0,Delivery,0,0.5,0.15452822161913665,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5
"8, Katriguppe Main Road, Vivekananda Nagar, 3rd Stage, Banashankari, Bangalore",Katriguppe Donne Biryani,0,0,3.2,4,+91 9964847091,Banashankari,Quick Bites,[],['North Indian'],300.0,Delivery,0,0.5,0.10801059173516521,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5
"594, 24 The Cross BSK, Opposte Oriental Bank, Banashankari, Bangalore",Hari Super Sandwich,0,0,4.038888888888889,0,+91 9886722163,Banashankari,"Takeaway, Delivery",[],"['Sandwich', 'Pizza', 'Beverages']",200.0,Delivery,2,0.481425,0.0,2,0,1,3,1,0.387625,0.5,0.444075,0.659225,0.5
"7/1, Behind BMS College Hostel, 80 Feet Road, 1st Stage, Srinivas Nagar Bank Colony, Banashankari, Bangalore",Atithi Point Ande Ka Funda,0,0,3.1,29,+91 8123145797,Banashankari,Quick Bites,[],['North Indian'],150.0,Delivery,11,0.5937590909090908,0.2211238918386679,10,0,2,3,5,0.70503125,0.5,0.6674,0.642975,0.59005
"3967, VHBC Society, Girinagar Phase 4, Hosekerehalli Mani Road, Banashankari 3rd Stage, Banashankari, Bangalore",Just Bake,0,0,3.4,8,"+91 9535674477
080 26420777",Banashankari,Bakery,[],"['Bakery', 'Desserts']",400.0,Delivery,0,0.5,0.15667348535060616,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5
"Shop 25, 1st Cross, 50 Feet Main Road, Near BDA Park, Girinagar, Banashankari, Bangalore",Dharwad Line Bazaar Mishra Pedha,0,0,3.7,0,+91 9901539269,Banashankari,Dessert Parlor,[],['Mithai'],150.0,Delivery,0,0.5,0.0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5
"Near Seetha Circle, Vivekananda Park Road, Girinagar, Banashankari, Bangalore",Cake Bite,0,0,3.7,0,+91 8277102303,Banashankari,Bakery,[],['Bakery'],300.0,Delivery,1,0.05964999999999998,0.0,0,0,0,4,0,0.5,0.5,0.5,0.39425,0.5
"41/10, Near PESIT Collage, 8th Main Road, 1st Cross, Dwarakanagar, Banashankari, Bangalore",Aarush's Food Plaza,0,0,3.7,0,+91 9008179916,Banashankari,Quick Bites,[],"['North Indian', 'Street Food']",200.0,Delivery,0,0.5,0.0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5
"3148, 2nd Cross, 4th Phase Girinagar, Near Hosagarnahalli Cross, Banashankari, Bangalore",Wood Stove,0,0,3.7,0,+91 9845810938,Banashankari,"Takeaway, Delivery",[],['South Indian'],150.0,Delivery,3,0.9597500000000001,0.0,5,0,2,0,0,0.7371416666666667,0.5,0.84335,0.5,0.5
"662, 19th Main, Kidney Foundation, Padmanabhan Nagar, Banashankari, Bangalore",Kulfi & More,0,0,3.575,0,+91 9902901010,Banashankari,Dessert Parlor,[],"['Ice Cream', 'Desserts', 'Juices']",150.0,Delivery,0,0.5,0.0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5
"1189, 9th Main, Ashok Nagar, Bank 1st Stage, Banashankari, Bangalore",Kannadigas Karavali,0,0,3.7,0,"+91 8971651469
+91 9535195566",Banashankari,Quick Bites,[],"['Mangalorean', 'South Indian', 'North Indian']",250.0,Delivery,0,0.5,0.0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5
"27, 27th Cross, 2nd Stage, Banashankari, Bangalore",K27 - The Pub,0,0,3.1,30,+91 9980097472,Banashankari,Bar,[],"['Chinese', 'North Indian']",1000.0,Delivery,14,0.6103,0.2232556743910162,14,14,4,15,8,0.5782113636363636,0.6385000000000001,0.2789875,0.48782152777777776,0.6019625
"4001/4002, Annapoorneshwari Plaza, Near Seetha Circle, Hosakerehalli Cross, Banashankari, Bangalore",Bengaluru Coffee House,1,0,4.1,201,+91 9740180090,Banashankari,Quick Bites,"['Masala Dosa', 'Tirupathi Pongal', 'Filter Coffee', 'Vada', 'Kharabath', 'Kali Dosa', 'Rava Idli']","['South Indian', 'North Indian', 'Chinese', 'Street Food']",300.0,Delivery,5,0.92373,0.45643486688877966,5,1,1,2,2,0.7370944444444444,0.8951,0.8951,0.5,0.736775
"89, Near PES College, 22nd Main Road, Girinagar, 1st Stage, Banashankari, Bangalore",New Mangalore Lunch Home,0,0,3.3,7,,Banashankari,Quick Bites,[],"['Mangalorean', 'South Indian', 'North Indian']",200.0,Delivery,0,0.5,0.14391391745353657,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5
"10th Main, Hanumanthanagar, 50 Feet Road, Phase 1, Banashankari, Bangalore",Coffee Bytes,0,0,3.1,6,+91 9945756375,Banashankari,Quick Bites,[],"['Fast Food', 'South Indian']",100.0,Delivery,4,0.7053875000000001,0.12651051292918292,4,2,0,2,1,0.5601666666666667,0.38082499999999997,0.5,0.5591583333333333,0.67
"68, Opposite ICICI Bank, 21st Main Road, 2nd Stage, Banashankari, Bangalore",Parjanya Chat Zone,0,0,3.3,17,+91 9513333364,Banashankari,Quick Bites,[],"['Street Food', 'Fast Food']",200.0,Delivery,7,0.7431142857142857,0.20003674748166914,14,4,3,2,3,0.5737738095238095,0.6904277777777778,0.70765,0.395425,0.8641666666666667
"590, 24th Cross, 2nd Stage, Banashankari, Bangalore",Kwality Wall's Swirl's Happiness Station,0,0,2.9,25,+91 9742787111,Banashankari,Dessert Parlor,[],"['Ice Cream', 'Desserts']",200.0,Delivery,14,0.6441964285714286,0.1981545668097432,11,6,3,7,5,0.6015638888888889,0.77615,0.6214333333333333,0.5460066666666666,0.4856875
"346, 7th Cross, 8th Main Road, Padmanabham Nagar, Banashankari, Bangalore",Soms Kitchen & Bakes,0,0,3.7,0,+91 7406567897,Banashankari,Delivery,[],"['South Indian', 'North Indian', 'Continental']",400.0,Delivery,0,0.5,0.0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5
"17/1, Ramalh Garden, Kadieranahall Circle, Near Raghavendra Flour Mill, Dr Vishnuvardhan Main Road, BSK 2nd Stage, Banashankari, Bangalore",Banashankari Nati Style,0,0,3.6,0,"+91 9035141678
+91 9742174293",Banashankari,Quick Bites,[],"['Biryani', 'Chinese', 'South Indian', 'North Indian']",350.0,Delivery,0,0.5,0.0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5
"Padmanabhanagar, Banashankari, Bangalore",Ruchi Maayaka,0,0,3.3,8,+91 9206517566,Banashankari,Delivery,[],['South Indian'],100.0,Delivery,3,0.656,0.1520654416638236,6,2,0,1,1,0.6172166666666666,0.466875,0.5,0.7859499999999999,0.7859499999999999
"29, 5th Cross, Near PES College, 100 Feet Road, Dwaraka Nager, Banashankari, Bangalore",Mohitesh Hut Roll,0,0,3.7,0,+91 8147341276,Banashankari,Quick Bites,[],"['Rolls', 'North Indian']",150.0,Delivery,0,0.5,0.0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5
"692, 12th Cross, 7th Block Kankapura Main Road, Banashankari, Bangalore",Sri Basaveshwar Jolada Rotti Oota,0,0,3.7,0,"+91 9663341824
+91 7204025617",Banashankari,Quick Bites,[],['South Indian'],150.0,Delivery,0,0.5,0.0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5
"28, 4th Cross Road, Dwaraka Nagar, Banashankari, Bengaluru",Roll Magic Fast Food,0,0,3.7,0,+91 9731409204,Banashankari,"Takeaway, Delivery",[],"['Biryani', 'Rolls', 'Chinese']",200.0,Delivery,0,0.5,0.0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5
"3/16, 22 Main Road, Magenta Block, PES College, Road Bank Colony, Banashankari, Bangalore",Foodlieious Multi Cuisine,0,0,3.7,0,"+91 9168753522
+91 8217877100",Banashankari,Quick Bites,[],['North Indian'],100.0,Delivery,0,0.5,0.0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5
"17/1, Ramaiah Garden, Kadirenahalli Circle, Dr Vishnuvardhan Main Road, 2nd Stage, Banashankari, Bangalore",Thanishka Nati And Karavali Style,0,0,3.7,0,"+91 9108823881
+91 8722229336",Banashankari,Quick Bites,[],"['Biryani', 'Fast Food']",400.0,Delivery,0,0.5,0.0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5
"2/1, 7th Main, Dwarakangar, Banashankari, Bangalore",Swathi Cool Point,0,0,3.7,0,+91 9480356851,Banashankari,Beverage Shop,[],"['Beverages', 'Juices']",200.0,Delivery,0,0.5,0.0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5
